state,mean,median,std,count
0,0.35163479226016947,0.26407212018966675,0.2750360185999797,55
1,0.3182437753338542,0.2810721695423126,0.2247915440447953,53
2,0.4213563605127009,0.3890707492828369,0.26416386067302794,55
3,0.35811368609930194,0.28242257237434387,0.2630654784803831,43
