K,W,Base_Sim,SDS_Sim,Gain,Rel_Improvement
4,3,-0.007895391558747347,0.0046609577333066666,0.012556349292054014,1226.7873120606275
4,5,0.010158349624300952,0.025267653940444723,0.015109304316143768,207.06793538568778
8,3,-0.007895391558747347,-0.0005278064305245973,0.00736758512822275,946.1781232506637
8,5,0.010158349624300952,0.007837392678218704,-0.0023209569460822476,64.53917528033902
